Edad	RangoEdad	Sexo	EstadoCivil	TipoLocalidad	Comuna	Zona	Estrato	TipoVivienda	TiempoEnMedellin	PersonasConLasQueVive	AfiliacionSalud	NivelEstudio	Estudia	ValoracionOportunidadesDeLaCiudadParaEstudiar	ValoracionInstitucionEnHabilidadesDelMundoLaboral	ImpactoProfesoresEnLaVida	Trabaja	PercepcionOfertaLaboral	GastoSemanalTransporte	GastoSemanalRumba	GastoSemanalObligacionesFamiliares	EdadALaQueTuvoPrimerHijo	EdadPrimeraRelacionSexual	ConsumoDrogas	ConsumoCigarrillo	ConsumoLicor	FrecuenciaEjercicio	FrecuenciaLectura	ParticipacionMarchas	ActividadesComunitarias	ParticipacionVoluntariados	ParticipacionGrupoJuvenil
26	22-26	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	6 personas	Subsidiado/ Sisben	Universitaria completa	No	Favorable	Favorable	Favorable	Nunca he trabajado	Mala	0	15000	0	No Aplica	14	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	De 5 a 10 anos	5 personas	Subsidiado/ Sisben	Grado 8	Si	Favorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Buena	0	10000	0	No Aplica	No Aplica	No	No	No	A veces	Siempre	No	No	No	Si
16	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	6 personas	Beneficiario	Grado 10	Si	Desfavorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	20000	0	No Aplica	15	No	Si	Si	Casi Siempre	Casi Siempre	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 4	Alquilado	Siempre	4 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	30000	0	0	No Aplica	15	No	No	Si	Casi Siempre	Siempre	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	3 personas	Beneficiario	Grado 11	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	60000	0	No Aplica	15	No	No	Si	Casi nunca	A veces	No	No	No	No
22	22-26	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Cotizante	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	Si	Mala	6500	45000	25000	No Aplica	15	No	Si	Si	Casi nunca	Casi nunca	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	4 personas	Beneficiario	Grado 8	Si	Favorable	Desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	15000	20000	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	Nunca	No	No	No	Si
17	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	6 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Muy favorable	Favorable	Nunca he trabajado	Nunca ha realizado	10000	0	0	No Aplica	No Aplica	No	No	No	Siempre	Siempre	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	4 personas	Beneficiario	Grado 10	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	15000	0	0	No Aplica	No Aplica	No	No	Si	Nunca	A veces	No	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Mas de 10 anos	4 personas	Beneficiario	Grado 11	No	Ni favorable/ Ni desfavorable	Desfavorable	Ni favorable/ Ni desfavorable	Si	Muy Mala	15000	30000	0	No Aplica	16	No	No	Si	Siempre	A veces	Si	No	Si	No
22	22-26	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Prestado por un familiar o amigo	De 1 a 5 anos	4 personas	Cotizante	Grado 11	No	Ni favorable/ Ni desfavorable	Favorable	Favorable	Si	Muy Mala	15000	50000	100000	18	18	No	No	Si	A veces	A veces	No	No	No	No
22	22-26	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Mas de 10 anos	5 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	Si	Mala	32000	40000	50000	No Aplica	17	No	No	Si	Casi Siempre	Siempre	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Mas de 10 anos	5 personas	Cotizante	Tecnica Completa	No	Ni favorable/ Ni desfavorable	Favorable	Ni favorable/ Ni desfavorable	Si	Muy buena	18000	0	50000	No Aplica	18	No	No	Si	A veces	Casi nunca	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	De 5 a 10 anos	8 personas	Beneficiario	Grado 11	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	No Aplica	No	No	No	A veces	Casi Siempre	No	No	No	No
16	14-17	Hombre	Casado(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	4 personas	Subsidiado/ Sisben	Grado 6	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	No Aplica	No	No	No	Siempre	Siempre	No	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	4 personas	Beneficiario	Grado 7	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	20000	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	A veces	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	De 1 a 5 anos	5 personas	Beneficiario	Grado 9	Si	Desfavorable	Favorable	Favorable	No	Muy Mala	0	0	0	No Aplica	12	No	No	No	A veces	Nunca	No	No	No	Si
17	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	4 personas	Beneficiario	Grado 11	Si	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	15000	0	0	No Aplica	13	Si	No	No	Siempre	Casi Siempre	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	2 personas	Beneficiario	Grado 11	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	15000	0	0	No Aplica	No Aplica	No	No	No	A veces	A veces	No	No	No	No
23	22-26	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	3 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	No	Muy Mala	20000	30000	80000	No Aplica	15	Si	Si	Si	Casi nunca	Casi Siempre	Si	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	De 1 a 5 anos	5 personas	Beneficiario	Grado 11	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	15000	20000	0	No Aplica	14	Si	Si	Si	Siempre	Casi nunca	Si	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	4 personas	Beneficiario	Grado 9	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	No	Mala	15000	30000	0	No Aplica	12	No	No	No	Siempre	Nunca	No	No	No	Si
16	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 10	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	No Aplica	No	No	Si	A veces	Casi Siempre	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	4 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	Si	Mala	7000	80000	0	No Aplica	14	Si	Si	Si	Siempre	Siempre	No	No	No	Si
14	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tu propiedad	Siempre	5 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	15000	0	0	No Aplica	No Aplica	No	No	Si	A veces	Casi Siempre	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tu propiedad	Siempre	8 personas	Beneficiario	Grado 9	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Nunca ha realizado	15000	0	0	No Aplica	No Aplica	No	No	No	Siempre	A veces	Si	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Grado 9	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	20000	0	0	No Aplica	15	No	No	Si	Siempre	Nunca	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	2 personas	Beneficiario	Grado 9	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	10000	50000	0	No Aplica	14	Si	No	Si	A veces	Nunca	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Mas de 10 anos	3 personas	Beneficiario	Grado 10	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	20000	0	No Aplica	No Aplica	No	Si	Si	A veces	Siempre	No	No	No	Si
18	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 11	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	30000	0	No Aplica	18	No	No	Si	Casi nunca	A veces	No	No	No	Si
16	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Prestado por un familiar o amigo	Siempre	4 personas	Beneficiario	Grado 8	No	Ni favorable/ Ni desfavorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	16	No	No	Si	A veces	Casi nunca	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	De 1 a 5 anos	2 personas	Ninguno	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	Si	Muy Mala	50000	0	0	No Aplica	18	No	No	Si	Casi Siempre	Siempre	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	7 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	40000	0	0	No Aplica	16	No	Si	Si	Casi nunca	A veces	No	No	No	Si
17	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	3 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Muy favorable	Muy favorable	Nunca he trabajado	Nunca ha realizado	40000	0	0	No Aplica	16	No	No	Si	Nunca	Siempre	No	No	No	Si
17	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	De 5 a 10 anos	3 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	16	No	Si	Si	A veces	Casi nunca	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	No	Mala	30000	0	0	No Aplica	16	No	No	Si	Siempre	A veces	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 4	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	10000	0	0	No Aplica	14	No	No	No	Casi nunca	Casi nunca	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	5 personas	Subsidiado/ Sisben	Grado 10	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	50000	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	Nunca	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Grado 9	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	No Aplica	No	No	No	A veces	A veces	No	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	24000	0	0	No Aplica	16	No	No	Si	Nunca	Casi Siempre	No	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	4 personas	Ninguno	Grado 11	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	No	Mala	20000	50000	0	No Aplica	17	No	No	Si	Casi nunca	Casi nunca	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	2 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	14	No	No	No	Nunca	Nunca	No	No	No	Si
16	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Grado 10	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	20000	0	0	No Aplica	14	No	No	No	Casi Siempre	A veces	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	4 personas	Beneficiario	Grado 11	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	No	Ni buena/ Ni mala	0	20000	0	No Aplica	16	No	No	No	A veces	Siempre	No	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	3 personas	Ninguno	Grado 11	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	No	Muy Mala	0	0	0	No Aplica	16	No	Si	No	Casi nunca	Nunca	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	5 personas	Beneficiario	Grado 7	Si	Favorable	Ni favorable/ Ni desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	No Aplica	11	No	No	No	Nunca	Nunca	No	No	No	No
19	18-21	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	Alquilado	Siempre	6 personas	Beneficiario	Tecnica incompleta o en curso	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	0	0	18	17	No	No	No	Casi nunca	Casi Siempre	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 10	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	No	Ni buena/ Ni mala	25000	0	0	No Aplica	14	No	No	No	Casi Siempre	Nunca	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Grado 9	Si	Desfavorable	Desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	20000	20000	0	No Aplica	No Aplica	No	No	No	A veces	A veces	No	No	No	Si
19	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	2 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Muy favorable	No	Ni buena/ Ni mala	20000	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	Siempre	No	No	No	No
23	22-26	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Tecnica Completa	Si	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	0	30000	0	No Aplica	17	Si	Si	Si	Casi Siempre	A veces	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	De 5 a 10 anos	7 personas	Beneficiario	Tecnica incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Muy favorable	Si	Mala	41000	0	0	16	15	No	No	Si	Casi nunca	Casi Siempre	No	No	No	Si
17	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Muy favorable	Ni favorable/ Ni desfavorable	Favorable	No	Muy Mala	10000	40000	0	No Aplica	17	No	Si	Si	Nunca	Nunca	No	No	No	Si
25	22-26	Hombre	Casado(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Tecnica Completa	No	Desfavorable	Favorable	Muy favorable	No	Ni buena/ Ni mala	6000	25000	100000	No Aplica	16	Si	No	Si	A veces	Casi Siempre	No	No	No	Si
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Mas de 10 anos	5 personas	Subsidiado/ Sisben	Tecnica incompleta o en curso	Si	Desfavorable	Muy favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	Si	Si	Casi Siempre	Casi Siempre	Si	No	No	Si
25	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Tecnica Completa	No	Favorable	Favorable	Favorable	No	Mala	21000	0	0	No Aplica	19	No	No	Si	Nunca	Nunca	No	No	No	Si
14	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	3 personas	Subsidiado/ Sisben	Tecnica Completa	Si	Muy favorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	7000	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	Casi Siempre	Si	Si	No	Si
20	18-21	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	6 personas	Beneficiario	Tecnica Completa	No	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	Si	Ni buena/ Ni mala	0	0	100000	18	15	No	No	Si	Casi nunca	Casi nunca	No	No	No	Si
18	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Prestado por un familiar o amigo	Menos de 1 ano	5 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Muy favorable	Favorable	Nunca he trabajado	Muy Mala	50000	0	0	No Aplica	No Aplica	No	No	Si	A veces	Siempre	No	No	No	No
22	22-26	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Muy favorable	Favorable	Muy favorable	No	Mala	15000	25000	0	No Aplica	17	No	Si	Si	Casi Siempre	Casi Siempre	No	Si	No	Si
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	5 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Ni buena/ Ni mala	10000	0	0	No Aplica	No Aplica	No	No	Si	A veces	Nunca	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	3 personas	Beneficiario	Grado 9	Si	Favorable	Muy favorable	Muy favorable	Nunca he trabajado	Buena	15000	0	0	No Aplica	No Aplica	No	No	Si	A veces	Casi nunca	Si	No	No	Si
20	18-21	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	3 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Muy desfavorable	Muy favorable	No	Muy Mala	9000	0	0	17	16	No	No	No	Casi Siempre	Siempre	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	De 5 a 10 anos	10 personas	Beneficiario	Grado 11	No	Muy favorable	Favorable	Muy favorable	No	Mala	6000	30000	0	13	13	No	No	No	A veces	A veces	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 11	No	Muy desfavorable	Ni favorable/ Ni desfavorable	Muy favorable	Nunca he trabajado	Muy Mala	7500	0	0	No Aplica	15	No	No	No	Siempre	Siempre	Si	Si	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 9	Si	Ni favorable/ Ni desfavorable	Muy favorable	Muy favorable	Nunca he trabajado	Muy Mala	7500	0	0	No Aplica	No Aplica	No	No	No	Siempre	Siempre	No	No	No	No
21	18-21	Hombre	Casado(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 1	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Desfavorable	Ni favorable/ Ni desfavorable	Si	Muy Mala	35000	0	30000	20	20	No	No	No	Casi Siempre	Casi nunca	No	No	No	No
20	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Ninguno	Tecnologia Completa	No	Ni favorable/ Ni desfavorable	Desfavorable	Ni favorable/ Ni desfavorable	No	Mala	0	40000	0	No Aplica	13	No	No	No	Nunca	Nunca	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Cotizante	Grado 11	No	Muy desfavorable	Favorable	Favorable	No	Mala	30000	0	0	No Aplica	19	No	No	No	A veces	Siempre	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 8	Si	Ni favorable/ Ni desfavorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Mala	15000	0	0	No Aplica	15	No	No	No	Nunca	Nunca	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	3 personas	Subsidiado/ Sisben	Grado 8	Si	Muy favorable	Muy favorable	Muy desfavorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	Si	Si	Nunca	A veces	No	Si	No	Si
20	18-21	Mujer	Casado(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Prestado por un familiar o amigo	Mas de 10 anos	3 personas	Beneficiario	Grado 7	No	Ni favorable/ Ni desfavorable	Desfavorable	Muy favorable	No	Muy Mala	0	0	0	16	14	No	No	No	Casi nunca	A veces	No	No	No	No
26	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 9	No	Desfavorable	Desfavorable	Ni favorable/ Ni desfavorable	No	Ni buena/ Ni mala	0	0	0	21	15	No	No	No	Nunca	Nunca	No	No	No	No
18	18-21	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	7 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Muy desfavorable	Ni favorable/ Ni desfavorable	Favorable	No	Muy Mala	10000	20000	0	No Aplica	17	No	No	Si	Casi Siempre	A veces	No	No	No	Si
25	22-26	Mujer	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	6 personas	Cotizante	Grado 11	No	Favorable	Favorable	Ni favorable/ Ni desfavorable	Si	Ni buena/ Ni mala	0	0	150000	23	15	No	No	Si	Nunca	Nunca	No	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 9	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	Nunca he trabajado	Mala	7500	0	50000	No Aplica	No Aplica	No	No	No	A veces	A veces	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Muy Mala	0	0	0	No Aplica	15	No	No	No	A veces	Casi Siempre	No	No	No	Si
18	18-21	Hombre	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	Guayabal	SUROCCIDENTAL	Estrato 2	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 6	Si	Favorable	Muy favorable	Muy favorable	Si	Buena	0	30000	0	No Aplica	14	No	Si	Si	Nunca	Casi nunca	No	Si	No	Si
